ID,Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role,PersonalityType
8112,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8113,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8114,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8116,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8117,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8118,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8119,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8120,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8123,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8124,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8125,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8126,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8127,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8128,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8129,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8130,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8131,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8132,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8133,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8134,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8135,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8136,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8137,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8138,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8139,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8140,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8141,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8142,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8143,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8144,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8145,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8146,5,0,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8147,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8148,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8149,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8150,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8151,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8152,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8153,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8154,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8155,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8156,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8157,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8159,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8160,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8161,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8162,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8163,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8164,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8165,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8166,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8167,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8168,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8169,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8170,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8171,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8172,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8173,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8174,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8175,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8176,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8177,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8178,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8179,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8180,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8181,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8182,5,5,0,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8183,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8184,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8185,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8186,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8188,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8189,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8190,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8191,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8192,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8193,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8195,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8196,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8197,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8198,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8199,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8200,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8201,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8202,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,6,3,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8203,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8204,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8205,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8206,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8207,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8208,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8209,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8210,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,6,4,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8211,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,6,4,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8212,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,6,4,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8213,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,6,4,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8214,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,6,4,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8215,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,6,5,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8216,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8217,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,6,5,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8218,5,5,5,0,5,5,5,5,5,5,5,5,5,5,5,6,5,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8219,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,6,5,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8220,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,6,5,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8221,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,6,1,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8222,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,6,1,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8224,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,6,1,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
8225,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,6,1,0.756184573,0.390057012,0.178009927,0.045790449,0.603400505,0.076720554,0.248603617,0.163949737,0.297421833,0.236439107,Helpdesk Engineer,HLLLL
8226,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,1,0.787667112,0.310293336,0.203032032,0.036277393,0.617598342,0.031352138,0.334669707,0.182457035,0.278328903,0.199026142,Helpdesk Engineer,HLLLL
8227,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0.783359142,0.341084882,0.318539527,0.085325702,0.526588234,0.043367011,0.408963072,0.142036407,0.300962975,0.222898914,Helpdesk Engineer,HLLLL
8228,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0.624823959,0.502038036,0.350149509,0.187705766,0.65369619,0.175584641,0.352432965,0.180650529,0.317160207,0.288073418,Helpdesk Engineer,LHLHH
8229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0.719633838,0.459396379,0.370479553,0.164130325,0.652039238,0.078391391,0.270377694,0.148687213,0.232235988,0.201111766,Helpdesk Engineer,LHLHH
8230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.770388763,0.504261009,0.379677192,0.104616546,0.704615441,0.087450449,0.386452586,0.111704436,0.239419987,0.259726404,Helpdesk Engineer,HHHLH
8231,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0.695148989,0.656392442,0.547157336,0.265910673,0.76887965,0.126114441,0.403806835,0.116681109,0.272657386,0.231962264,Helpdesk Engineer,LHHHH
8232,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0.635072145,0.62505764,0.655098727,0.149632289,0.889522345,0.111334786,0.333300064,0.102689655,0.26322306,0.227130801,Helpdesk Engineer,LHHHH
